"","date","day","time","type","block_number","street1","street2","lat","long","wday","severity","area"
"3726",2016-03-11,"Friday",18.75,"THEFT MISD. (UNDER $950)","1000","UNIVERSITY AVE",NA,37.868641,-122.29415,"weekday","2","W"
"3727",2016-01-11,"Monday",17.3333333333333,"THEFT MISD. (UNDER $950)","3000","TELEGRAPH AVE",NA,37.855435,-122.259841,"weekday","2","S"
"3728",2015-12-18,"Friday",17.6166666666667,"DISTURBANCE","1700","BANCROFT WAY",NA,37.866426,-122.276847,"weekday","1","S"
"3729",2016-04-01,"Friday",22.1666666666667,"DISTURBANCE",NA,"JULIA STREET","SACRAMENTO ST",37.854186,-122.279157,"weekday","1","S"
"3730",2016-03-12,"Saturday",10.45,"FRAUD/FORGERY","2800","CALIFORNIA ST",NA,37.857216,-122.277614,"weekend","1","S"
"3731",2016-02-17,"Wednesday",20,"THEFT FROM AUTO",NA,"WARD STREET","SHATTUCK AVE",37.859446,-122.266969,"weekday","4","S"
"3732",2016-01-26,"Tuesday",17.5,"BURGLARY AUTO","1300","SIXTH ST",NA,37.879335,-122.301332,"weekday","3","W"
"3733",2016-05-09,"Monday",4.8,"BURGLARY RESIDENTIAL","2200","WOOLSEY ST",NA,37.852543,-122.263716,"weekday","4","S"
"3734",2016-02-21,"Sunday",19,"BURGLARY AUTO","2013","4TH ST",NA,37.866931,-122.299706,"weekend","3","W"
"3735",2015-12-28,"Monday",19.8666666666667,"NARCOTICS",NA,"SAN PABLO AVENUE","PARKER ST",37.859364,-122.288914,"weekday","2","W"
"3736",2016-01-04,"Monday",16.25,"ROBBERY",NA,"SEVENTH STREET","UNIVERSITY AVE",37.868142,-122.296589,"weekday","4","W"
"3737",2016-02-19,"Friday",9.7,"NARCOTICS","2000","KITTREDGE ST",NA,37.868204,-122.270054,"weekday","2","S"
"3738",2016-05-10,"Tuesday",15,"VANDALISM","1900","CHESTNUT ST",NA,37.870972,-122.288185,"weekday","3","W"
"3739",2016-01-24,"Sunday",16.5,"DISTURBANCE","2400","WARRING ST",NA,37.867708,-122.250801,"weekend","1","E"
"3740",2016-03-25,"Friday",1,"THEFT MISD. (UNDER $950)","1400","OXFORD ST",NA,37.882135,-122.267239,"weekday","2","N"
"3741",2016-01-21,"Thursday",12,"THEFT MISD. (UNDER $950)","2000","UNIVERSITY AVE",NA,37.871828,-122.270516,"weekday","2","E"
"3742",2016-05-24,"Tuesday",10.8333333333333,"THEFT MISD. (UNDER $950)",NA,"SHATTUCK AVENUE","BANCROFT WAY",37.867583,-122.267844,"weekday","2","E"
"3743",2016-03-21,"Monday",6.75,"VEHICLE STOLEN","1200","SECOND ST",NA,37.88024,-122.306387,"weekday","4","W"
"3744",2016-04-26,"Tuesday",12.4833333333333,"VANDALISM","2000","CENTER ST",NA,37.869973,-122.270557,"weekday","3","E"
"3745",2016-04-16,"Saturday",11,"IDENTITY THEFT","900","MENDOCINO AVE",NA,37.891827,-122.275094,"weekend","1","N"
"3746",2016-05-15,"Sunday",19.8833333333333,"ROBBERY","2700","BELROSE AVE",NA,37.862307,-122.245947,"weekend","4","E"
"3747",2016-03-31,"Thursday",0.683333333333333,"ALCOHOL OFFENSE","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","1","E"
"3748",2015-12-20,"Sunday",6.33333333333333,"THEFT MISD. (UNDER $950)","1400","OXFORD ST",NA,37.882135,-122.267239,"weekend","2","N"
"3749",2016-01-26,"Tuesday",18.4166666666667,"VANDALISM","1500","JULIA ST",NA,37.854186,-122.279157,"weekday","3","S"
"3750",2016-01-13,"Wednesday",17.5,"THEFT FROM AUTO","2800","GRANT ST",NA,37.857647,-122.273145,"weekday","4","S"
"3751",2015-12-23,"Wednesday",22.5,"BURGLARY COMMERCIAL","2900","SAN PABLO AVE",NA,37.853576,-122.287202,"weekday","2","S"
"3752",2016-04-13,"Wednesday",0.5,"ROBBERY","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","4","E"
"3753",2016-02-29,"Monday",16.8333333333333,"THEFT MISD. (UNDER $950)","1000","UNIVERSITY AVE",NA,37.868641,-122.29415,"weekday","2","W"
"3754",2016-04-13,"Wednesday",22.75,"ALCOHOL OFFENSE","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","1","E"
"3755",2015-12-07,"Monday",11.1666666666667,"THEFT MISD. (UNDER $950)","2100","KITTREDGE ST",NA,37.868512,-122.26781,"weekday","2","E"
"3756",2016-01-02,"Saturday",13.5,"THEFT FELONY (OVER $950)","1900","FOURTH ST",NA,37.868281,-122.300102,"weekend","5","W"
"3757",2016-01-20,"Wednesday",22.3,"ALCOHOL OFFENSE","2900","KING ST",NA,37.855678,-122.274429,"weekday","1","S"
"3758",2016-01-27,"Wednesday",13.25,"BURGLARY RESIDENTIAL","1800","CURTIS ST",NA,37.872104,-122.289812,"weekday","4","W"
"3759",2016-02-24,"Wednesday",22,"THEFT FROM AUTO","3100","LEWISTON AVE",NA,37.853738,-122.251663,"weekday","4","E"
"3760",2015-12-12,"Saturday",18,"THEFT MISD. (UNDER $950)","1500","OREGON ST",NA,37.856078,-122.279311,"weekend","2","S"
"3761",2016-01-24,"Sunday",12.3,"THEFT MISD. (UNDER $950)","2100","HASTE ST",NA,37.864908,-122.267289,"weekend","2","S"
"3762",2016-05-13,"Friday",21,"THEFT MISD. (UNDER $950)","2000","CENTER ST",NA,37.869973,-122.270557,"weekday","2","E"
"3763",2016-03-05,"Saturday",15.6833333333333,"NARCOTICS","1300","NORTHSIDE AVE",NA,37.881136,-122.28871,"weekend","2","W"
"3764",2016-01-15,"Friday",5.88333333333333,"NARCOTICS","2300","SHATTUCK AVE",NA,37.867176,-122.267802,"weekday","2","E"
"3765",2016-01-20,"Wednesday",12,"THEFT FROM PERSON","2100","OXFORD ST",NA,37.87091,-122.265993,"weekday","3","E"
"3766",2016-04-11,"Monday",8,"THEFT FROM AUTO","2000","VIRGINIA ST",NA,37.876297,-122.27124,"weekday","4","N"
"3767",2016-04-25,"Monday",11.8333333333333,"THEFT MISD. (UNDER $950)","1500","EDITH ST",NA,37.878986,-122.277231,"weekday","2","N"
"3768",2015-12-02,"Wednesday",23.9166666666667,"ROBBERY","1400","CARLETON ST",NA,37.859416,-122.281846,"weekday","4","S"
"3769",2016-05-09,"Monday",12.8333333333333,"DISTURBANCE","1000","GILMAN ST",NA,37.88015,-122.297446,"weekday","1","W"
"3770",2016-04-23,"Saturday",13.75,"THEFT FELONY (OVER $950)","1900","SACRAMENTO ST",NA,37.871713,-122.282185,"weekend","5","W"
"3771",2016-02-09,"Tuesday",5.76666666666667,"THEFT FROM AUTO","2000","ALLSTON WAY",NA,37.869096,-122.270137,"weekday","4","E"
"3772",2016-05-07,"Saturday",22.3333333333333,"VANDALISM","1100","SECOND ST",NA,37.880971,-122.306626,"weekend","3","W"
"3773",2015-12-24,"Thursday",0.583333333333333,"THEFT MISD. (UNDER $950)","2300","FULTON ST",NA,37.867566,-122.265948,"weekday","2","E"
"3774",2016-01-05,"Tuesday",4.4,"BURGLARY RESIDENTIAL","2500","PIEDMONT AVE",NA,37.865868,-122.251595,"weekday","4","E"
"3775",2015-12-10,"Thursday",12.5833333333333,"THEFT FROM PERSON","2100","OXFORD ST",NA,37.87091,-122.265993,"weekday","3","E"
"3776",2016-04-22,"Friday",23.5,"THEFT MISD. (UNDER $950)","1600","BONITA AVE",NA,37.877983,-122.272558,"weekday","2","N"
"3777",2015-12-04,"Friday",19.6666666666667,"BURGLARY RESIDENTIAL","2300","PIEDMONT AVE",NA,37.869839,-122.252365,"weekday","4","E"
"3778",2016-02-28,"Sunday",15.0833333333333,"THEFT MISD. (UNDER $950)","2500","TELEGRAPH AVE",NA,37.865002,-122.258751,"weekend","2","E"
"3779",2016-03-26,"Saturday",19.35,"NARCOTICS",NA,"HEARST AVENUE","SACRAMENTO ST",37.872158,-122.282066,"weekend","2","W"
"3780",2016-04-09,"Saturday",22,"THEFT MISD. (UNDER $950)","2600","SAN PABLO AVE",NA,37.85922,-122.289035,"weekend","2","W"
"3781",2016-03-23,"Wednesday",9.15,"DISTURBANCE","2000","SAN PABLO AVE",NA,37.868845,-122.29214,"weekday","1","W"
"3782",2016-04-13,"Wednesday",0.1,"ARSON",NA,"SHATTUCK AVENUE","KITTREDGE ST",37.868512,-122.26781,"weekday","4","E"
"3783",2016-03-02,"Wednesday",8.5,"THEFT MISD. (UNDER $950)","3200","COLLEGE AVE",NA,37.851039,-122.252448,"weekday","2","S"
"3784",2016-04-30,"Saturday",8.75,"BURGLARY AUTO","2000","PRINCE ST",NA,37.852871,-122.26799,"weekend","3","S"
"3785",2016-04-29,"Friday",23.2333333333333,"DISTURBANCE","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","1","E"
"3786",2016-02-02,"Tuesday",21,"THEFT FELONY (OVER $950)","2300","FOURTH ST",NA,37.862843,-122.298368,"weekday","5","W"
"3787",2016-05-04,"Wednesday",19.4833333333333,"THEFT MISD. (UNDER $950)","2700","MILVIA ST",NA,37.860225,-122.269453,"weekday","2","S"
"3788",2016-01-30,"Saturday",23.5,"THEFT MISD. (UNDER $950)","1300","CARLETON ST",NA,37.859046,-122.284696,"weekend","2","S"
"3789",2016-01-02,"Saturday",15.5,"THEFT MISD. (UNDER $950)",NA,"MILVIA STREET","BERKELEY WAY",37.872691,-122.270741,"weekend","2","E"
"3790",2016-04-10,"Sunday",2.4,"VANDALISM","2300","PARKER ST",NA,37.862763,-122.262639,"weekend","3","E"
"3791",2016-03-16,"Wednesday",16,"THEFT MISD. (UNDER $950)","2800","SACRAMENTO ST",NA,37.856793,-122.279845,"weekday","2","S"
"3792",2016-04-09,"Saturday",19.5,"THEFT FROM AUTO","2600","ELLSWORTH ST",NA,37.862562,-122.262598,"weekend","4","E"
"3793",2016-01-23,"Saturday",0.0166666666666667,"VANDALISM","500","NEILSON ST",NA,37.898135,-122.286256,"weekend","3","N"
"3794",2016-04-12,"Tuesday",18.5,"THEFT FELONY (OVER $950)","2200","CARLETON ST",NA,37.861604,-122.264365,"weekday","5","S"
"3795",2016-02-27,"Saturday",16.4166666666667,"IDENTITY THEFT","2500","DANA ST",NA,37.8647,-122.260693,"weekend","1","E"
"3796",2016-05-06,"Friday",19,"VANDALISM","2600","CALIFORNIA ST",NA,37.860686,-122.278337,"weekday","3","S"
"3797",2016-04-08,"Friday",15.25,"DISTURBANCE","1900","ALLSTON WAY",NA,37.868785,-122.272701,"weekday","1","S"
"3798",2015-12-20,"Sunday",11,"VEHICLE STOLEN",NA,"TENTH STREET","HARRISON ST",37.882024,-122.29756,"weekend","4","W"
"3799",2016-04-25,"Monday",21.2,"DISTURBANCE","1700","OREGON ST",NA,37.856595,-122.275064,"weekday","1","S"
"3800",2015-12-31,"Thursday",22,"VANDALISM","1300","NORTHSIDE AVE",NA,37.881136,-122.28871,"weekday","3","W"
"3801",2015-12-23,"Wednesday",23.3333333333333,"ALCOHOL OFFENSE","2100","SEVENTH ST",NA,37.866936,-122.296218,"weekday","1","W"
"3802",2016-03-12,"Saturday",20,"ROBBERY",NA,"HASTE STREET","BOWDITCH ST",37.866311,-122.256361,"weekend","4","E"
"3803",2016-01-30,"Saturday",15,"THEFT MISD. (UNDER $950)","2600","FULTON ST",NA,37.862334,-122.264828,"weekend","2","S"
"3804",2016-05-20,"Friday",8,"BURGLARY AUTO",NA,"CHANNING WAY","DANA ST",37.866622,-122.26108,"weekday","3","E"
"3805",2016-04-15,"Friday",15.1166666666667,"NARCOTICS","3000","ELLIS ST",NA,37.853951,-122.273198,"weekday","2","S"
"3806",2016-04-08,"Friday",23.7166666666667,"2ND RESPONSE","2400","WARRING ST",NA,37.867708,-122.250801,"weekday","1","E"
"3807",2016-03-14,"Monday",21.1666666666667,"BURGLARY AUTO","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","3","E"
"3808",2016-05-25,"Wednesday",2,"THEFT MISD. (UNDER $950)","100","SOUTHAMPTON AVE",NA,37.896688,-122.27456,"weekday","2","N"
"3809",2016-02-07,"Sunday",21.6666666666667,"BURGLARY AUTO",NA,"DURANT AVENUE","BOWDITCH ST",37.868103,-122.25672,"weekend","3","E"
"3810",2016-05-10,"Tuesday",10.5833333333333,"IDENTITY THEFT","2600","TELEGRAPH AVE",NA,37.862927,-122.258784,"weekday","1","E"
"3811",2016-03-21,"Monday",0,"FRAUD/FORGERY","1700","STUART ST",NA,37.857495,-122.275256,"weekday","1","S"
"3812",2016-05-18,"Wednesday",21,"VEHICLE STOLEN","2800","KELSEY ST",NA,37.85988,-122.250176,"weekday","4","E"
"3813",2016-02-11,"Thursday",11.8333333333333,"THEFT MISD. (UNDER $950)","3100","SAN PABLO AVE",NA,37.821836,-122.276843,"weekday","2","S"
"3814",2016-02-15,"Monday",16,"THEFT FELONY (OVER $950)","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","5","E"
"3815",2016-03-07,"Monday",18.3,"SEXUAL ASSAULT MISD.","2000","DELAWARE ST",NA,37.874489,-122.271072,"weekday","3","N"
"3816",2016-02-26,"Friday",23.5,"THEFT MISD. (UNDER $950)","2200","PARKER ST",NA,37.862491,-122.2646,"weekday","2","S"
"3817",2016-01-05,"Tuesday",21,"BURGLARY AUTO","2500","DURANT AVE",NA,37.867852,-122.258699,"weekday","3","E"
"3818",2016-02-29,"Monday",3.16666666666667,"VANDALISM","2200","ACTON ST",NA,37.866924,-122.283899,"weekday","3","W"
"3819",2016-01-17,"Sunday",14.3333333333333,"NARCOTICS","1900","HENRY ST",NA,37.873678,-122.269765,"weekend","2","E"
"3820",2016-01-26,"Tuesday",8.75,"THEFT MISD. (UNDER $950)","3200","ADELINE ST",NA,37.850345,-122.270911,"weekday","2","S"
"3821",2015-12-30,"Wednesday",1.08333333333333,"DISTURBANCE","1700","VIRGINIA ST",NA,37.875426,-122.278057,"weekday","1","W"
"3822",2016-04-29,"Friday",15,"THEFT MISD. (UNDER $950)","1700","FRANCISCO ST",NA,37.874581,-122.277744,"weekday","2","W"
"3823",2016-01-22,"Friday",18.5,"BURGLARY AUTO","800","CAMELIA ST",NA,37.877393,-122.301918,"weekday","3","W"
"3824",2016-04-03,"Sunday",18.8333333333333,"BURGLARY AUTO",NA,"NINTH STREET","CAMELIA ST",37.878274,-122.297556,"weekend","3","W"
"3825",2016-04-07,"Thursday",13.8,"THEFT MISD. (UNDER $950)","2200","PRINCE ST",NA,37.853386,-122.263973,"weekday","2","S"
"3826",2015-12-03,"Thursday",20.3333333333333,"ALCOHOL OFFENSE","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","1","E"
"3827",2015-12-24,"Thursday",4,"BURGLARY RESIDENTIAL","1900","WARD ST",NA,37.858856,-122.271592,"weekday","4","S"
"3828",2016-02-05,"Friday",0.466666666666667,"IDENTITY THEFT","1200","ADDISON ST",NA,37.868655,-122.288064,"weekday","1","W"
"3829",2016-03-10,"Thursday",12.5,"BURGLARY AUTO","100","SEAWALL DR",NA,37.863617,-122.317569,"weekday","3","W"
"3830",2016-03-19,"Saturday",23.3333333333333,"ROBBERY","1400","HENRY ST",NA,37.880145,-122.270484,"weekend","4","N"
"3831",2016-02-21,"Sunday",18,"BURGLARY AUTO",NA,"FIFTH STREET","HARRISON ST",37.880922,-122.303115,"weekend","3","W"
"3832",2016-01-21,"Thursday",15.2833333333333,"THEFT MISD. (UNDER $950)","3000","ADELINE ST",NA,37.85488,-122.269079,"weekday","2","S"
"3833",2016-01-28,"Thursday",12.4166666666667,"THEFT FELONY (OVER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","5","E"
"3834",2016-02-21,"Sunday",19.1666666666667,"VEHICLE STOLEN",NA,"DURANT AVENUE","SHATTUCK AVE",37.8667,-122.267614,"weekend","4","E"
"3835",2016-05-13,"Friday",17.9833333333333,"NARCOTICS",NA,"HEARST AVENUE","MILVIA ST",37.873607,-122.270903,"weekday","2","N"
"3836",2016-03-11,"Friday",7.5,"THEFT MISD. (UNDER $950)","1600","FRANCISCO ST",NA,37.874251,-122.280203,"weekday","2","W"
"3837",2016-01-30,"Saturday",23,"THEFT MISD. (UNDER $950)","2300","DURANT AVE",NA,37.867259,-122.26324,"weekend","2","E"
"3838",2016-02-02,"Tuesday",23.4333333333333,"ALCOHOL OFFENSE","2500","TELEGRAPH AVE",NA,37.865002,-122.258751,"weekday","1","E"
"3839",2016-03-04,"Friday",12.5,"BURGLARY AUTO","2300","FOURTH ST",NA,37.862843,-122.298368,"weekday","3","W"
"3840",2016-04-14,"Thursday",22,"BURGLARY AUTO","2000","ESSEX ST",NA,37.853552,-122.268286,"weekday","3","S"
"3841",2016-01-05,"Tuesday",5.75,"BURGLARY RESIDENTIAL","2400","PROSPECT ST",NA,37.867717,-122.249901,"weekday","4","E"
"3842",2016-01-14,"Thursday",7,"THEFT MISD. (UNDER $950)","2200","CHANNING WAY",NA,37.866037,-122.265618,"weekday","2","E"
"3843",2016-04-15,"Friday",15.0833333333333,"BURGLARY AUTO","900","CARLETON ST",NA,37.856948,-122.293014,"weekday","3","W"
"3844",2016-05-18,"Wednesday",20.5,"BURGLARY RESIDENTIAL","1400","EUCLID AVE",NA,37.883078,-122.26164,"weekday","4","N"
"3845",2016-03-09,"Wednesday",19.25,"IDENTITY THEFT","2000","ASHBY AVE",NA,37.85491,-122.268666,"weekday","1","S"
"3846",2016-04-09,"Saturday",20.35,"DISTURBANCE","2300","GRANT ST",NA,37.866513,-122.27474,"weekend","1","S"
"3847",2016-02-15,"Monday",12,"THEFT FELONY (OVER $950)","3100","TELEGRAPH AVE",NA,37.853875,-122.260048,"weekday","5","S"
"3848",2016-02-15,"Monday",15.25,"THEFT MISD. (UNDER $950)","1600","BEVERLY PL",NA,37.88553,-122.280474,"weekday","2","N"
"3849",2016-02-13,"Saturday",13.5,"ASSAULT/BATTERY MISD.","2300","BONAR ST",NA,37.864335,-122.286429,"weekend","4","W"
"3850",2015-12-27,"Sunday",21.6666666666667,"THEFT MISD. (UNDER $950)","1800","CEDAR ST",NA,37.877528,-122.275956,"weekend","2","N"
"3851",2016-05-13,"Friday",16.6666666666667,"THEFT MISD. (UNDER $950)","2800","ADELINE ST",NA,37.858079,-122.268016,"weekday","2","S"
"3852",2016-03-14,"Monday",22.25,"VEHICLE STOLEN","800","NEILSON ST",NA,37.892795,-122.286521,"weekday","4","N"
"3853",2016-03-19,"Saturday",3.4,"ROBBERY","2100","SEVENTH ST",NA,37.866936,-122.296218,"weekend","4","W"
"3854",2016-01-19,"Tuesday",20.5,"VEHICLE STOLEN",NA,"WALNUT STREET","VIRGINIA ST",37.876729,-122.267804,"weekday","4","N"
"3855",2016-04-23,"Saturday",10.5,"BURGLARY RESIDENTIAL","1600","HARMON ST",NA,37.849099,-122.275932,"weekend","4","S"
"3856",2016-03-14,"Monday",18,"BURGLARY AUTO","1300","ASHBY AVE",NA,37.85274,-122.283711,"weekday","3","S"
"3857",2016-03-24,"Thursday",7,"BURGLARY RESIDENTIAL","2600","WEBSTER ST",NA,37.855824,-122.25502,"weekday","4","E"
"3858",2016-03-19,"Saturday",10.9,"THEFT MISD. (UNDER $950)","2500","SHATTUCK AVE",NA,37.863811,-122.267412,"weekend","2","S"
"3859",2016-02-17,"Wednesday",23,"BURGLARY RESIDENTIAL","1700","ADDISON ST",NA,37.870036,-122.277169,"weekday","4","W"
"3860",2016-01-11,"Monday",20.3333333333333,"THEFT MISD. (UNDER $950)","1800","UNIVERSITY AVE",NA,37.871246,-122.274991,"weekday","2","W"
"3861",2016-05-03,"Tuesday",14.5,"BURGLARY AUTO","200","UNIVERSITY AVE",NA,37.865491,-122.310065,"weekday","3","W"
"3862",2016-04-15,"Friday",10.6166666666667,"ALCOHOL OFFENSE",NA,"DERBY STREET","REGENT ST",37.861573,-122.257452,"weekday","1","E"
"3863",2016-03-12,"Saturday",11,"BURGLARY AUTO","2300","FIFTH ST",NA,37.862802,-122.297228,"weekend","3","W"
"3864",2016-01-02,"Saturday",12.1666666666667,"BURGLARY AUTO","1500","EDITH ST",NA,37.878986,-122.277231,"weekend","3","N"
"3865",2016-05-09,"Monday",21.5,"THEFT FROM AUTO","2900","SACRAMENTO ST",NA,37.8549,-122.27945,"weekday","4","S"
"3866",2016-02-07,"Sunday",20,"BURGLARY AUTO","2600","BANCROFT WAY",NA,37.869031,-122.256611,"weekend","3","E"
"3867",2015-12-01,"Tuesday",13.1666666666667,"THEFT MISD. (UNDER $950)","1600","UNIVERSITY AVE",NA,37.870652,-122.27958,"weekday","2","W"
"3868",2016-03-12,"Saturday",10.0833333333333,"THEFT MISD. (UNDER $950)","2200","SIXTH ST",NA,37.865156,-122.296756,"weekend","2","W"
"3869",2016-01-07,"Thursday",8,"BURGLARY RESIDENTIAL","2300","VIRGINIA ST",NA,37.877323,-122.264273,"weekday","4","E"
"3870",2016-03-14,"Monday",9.5,"BURGLARY AUTO","700","WILDCAT CANYON RD",NA,37.899726,-122.260952,"weekday","3","N"
"3871",2015-12-28,"Monday",13.5,"DISTURBANCE","100","BERKELEY SQ",NA,37.871171,-122.267718,"weekday","1","E"
"3872",2016-01-31,"Sunday",22,"ASSAULT/BATTERY MISD.","3000","TELEGRAPH AVE",NA,37.855435,-122.259841,"weekend","4","S"
"3873",2016-01-09,"Saturday",14.0833333333333,"THEFT MISD. (UNDER $950)","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekend","2","E"
"3874",2016-02-15,"Monday",21.8333333333333,"THEFT MISD. (UNDER $950)",NA,"FAIRVIEW STREET","ADELINE ST",37.850676,-122.270799,"weekday","2","S"
"3875",2016-04-02,"Saturday",0.116666666666667,"DISTURBANCE","2300","DURANT AVE",NA,37.867259,-122.26324,"weekend","1","E"
"3876",2016-04-13,"Wednesday",6.5,"THEFT MISD. (UNDER $950)","1100","SHATTUCK AVE",NA,37.887816,-122.270064,"weekday","2","N"
"3877",2016-01-04,"Monday",2,"ROBBERY","80","BOLIVAR WAY",NA,37.862568,-122.3022,"weekday","4","W"
"3878",2016-05-26,"Thursday",11,"BURGLARY AUTO","1000","KEITH AVE",NA,37.890366,-122.266998,"weekday","3","N"
"3879",2015-12-08,"Tuesday",18,"VANDALISM","2400","WARRING ST",NA,37.867708,-122.250801,"weekday","3","E"
"3880",2016-03-02,"Wednesday",4,"BURGLARY AUTO","2300","PRINCE ST",NA,37.853683,-122.261744,"weekday","3","S"
"3881",2016-04-14,"Thursday",0.733333333333333,"BURGLARY COMMERCIAL","1600","HARMON ST",NA,37.849099,-122.275932,"weekday","2","S"
"3882",2016-05-09,"Monday",10.5,"BURGLARY AUTO","700","BANCROFT WAY",NA,37.86287,-122.299385,"weekday","3","W"
"3883",2016-02-02,"Tuesday",19,"BURGLARY AUTO","2600","BANCROFT WAY",NA,37.869031,-122.256611,"weekday","3","E"
"3884",2016-03-16,"Wednesday",0,"THEFT FELONY (OVER $950)","800","BANCROFT WAY",NA,37.863373,-122.296893,"weekday","5","W"
"3885",2015-12-01,"Tuesday",15,"VANDALISM",NA,"ADDISON STREET","MILVIA ST",37.870867,-122.270635,"weekday","3","E"
"3886",2016-02-25,"Thursday",0.833333333333333,"THEFT MISD. (UNDER $950)",NA,"ALLSTON WAY","SHATTUCK AVE",37.86939,-122.267883,"weekday","2","E"
"3887",2016-03-25,"Friday",12.4166666666667,"BURGLARY AUTO","1300","SIXTH ST",NA,37.879335,-122.301332,"weekday","3","W"
"3888",2016-02-03,"Wednesday",14.3666666666667,"ASSAULT/BATTERY MISD.","1900","ASHBY AVE",NA,37.854286,-122.271015,"weekday","4","S"
"3889",2016-01-25,"Monday",20,"BURGLARY RESIDENTIAL",NA,"",NA,37.869058,-122.270455,"weekday","4","S"
"3890",2016-01-28,"Thursday",17.5,"VEHICLE STOLEN",NA,"CEDAR STREET","HENRY ST",37.878276,-122.270272,"weekday","4","N"
"3891",2016-03-19,"Saturday",19,"THEFT MISD. (UNDER $950)","3100","COLLEGE AVE",NA,37.853665,-122.252715,"weekend","2","E"
"3892",2016-05-17,"Tuesday",22,"THEFT FROM AUTO","2200","TENTH ST",NA,37.866054,-122.292391,"weekday","4","W"
"3893",2016-05-15,"Sunday",1.91666666666667,"BURGLARY AUTO","1000","MERCED ST",NA,37.888768,-122.279287,"weekend","3","N"
"3894",2016-02-02,"Tuesday",3,"BURGLARY AUTO","1900","OXFORD ST",NA,37.873885,-122.266332,"weekday","3","E"
"3895",2016-05-16,"Monday",20.95,"ASSAULT/BATTERY MISD.","2700","DOHR ST",NA,37.857694,-122.281628,"weekday","4","S"
"3896",2015-12-14,"Monday",21.3333333333333,"IDENTITY THEFT","1600","LA LOMA AVE",NA,37.879656,-122.257703,"weekday","1","E"
"3897",2015-12-27,"Sunday",1.16666666666667,"NARCOTICS",NA,"PARKER STREET","SHATTUCK AVE",37.86215,-122.267213,"weekend","2","S"
"3898",2016-04-21,"Thursday",0.833333333333333,"NARCOTICS","2900","CALIFORNIA ST",NA,37.855,-122.277202,"weekday","2","S"
"3899",2016-05-24,"Tuesday",1.7,"NARCOTICS",NA,"",NA,37.869058,-122.270455,"weekday","2","S"
"3900",2016-03-28,"Monday",18,"BURGLARY AUTO","500","SANTA ROSA AVE",NA,37.898417,-122.282824,"weekday","3","N"
"3901",2016-05-06,"Friday",0.916666666666667,"ASSAULT/BATTERY FEL.",NA,"SHATTUCK AVENUE","ALLSTON WAY",37.86939,-122.267883,"weekday","5","E"
"3902",2016-01-17,"Sunday",22,"NARCOTICS","1300","ALCATRAZ AVE",NA,37.847446,-122.281146,"weekend","2","S"
"3903",2016-04-14,"Thursday",12.5,"THEFT FELONY (OVER $950)","1600","SAN PABLO AVE",NA,37.875189,-122.294176,"weekday","5","W"
"3904",2016-03-14,"Monday",22.9166666666667,"BURGLARY AUTO","1700","CURTIS ST",NA,37.873908,-122.290025,"weekday","3","W"
"3905",2016-05-06,"Friday",15.7,"NARCOTICS","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"3906",2016-03-08,"Tuesday",9,"THEFT MISD. (UNDER $950)","2100","OXFORD ST",NA,37.87091,-122.265993,"weekday","2","E"
"3907",2016-02-20,"Saturday",22,"VEHICLE STOLEN","2400","MCKINLEY AVE",NA,37.864925,-122.273436,"weekend","4","S"
"3908",2016-02-17,"Wednesday",14.9333333333333,"NARCOTICS",NA,"SAN PABLO AVENUE","FOLGER AVE",37.850942,-122.286349,"weekday","2","S"
"3909",2016-03-28,"Monday",10,"THEFT FELONY (OVER $950)","1600","SIXTH ST",NA,37.873723,-122.299532,"weekday","5","W"
"3910",2015-12-20,"Sunday",11,"IDENTITY THEFT","2000","ASHBY AVE",NA,37.85491,-122.268666,"weekend","1","S"
"3911",2016-02-20,"Saturday",8,"FRAUD/FORGERY","2500","SAN PABLO AVE",NA,37.861078,-122.289632,"weekend","1","W"
"3912",2016-02-12,"Friday",10.7666666666667,"THEFT MISD. (UNDER $950)","2800","SEVENTH ST",NA,37.855106,-122.29242,"weekday","2","W"
"3913",2016-05-02,"Monday",8.5,"IDENTITY THEFT","2495","BANCROFT WAY",NA,37.868688,-122.259391,"weekday","1","E"
"3914",2016-01-30,"Saturday",12.3333333333333,"ASSAULT/BATTERY FEL.",NA,"CEDAR STREET","MCGEE AVE",37.87723,-122.278271,"weekend","5","N"
"3915",2016-03-12,"Saturday",20.5,"BURGLARY AUTO",NA,"DWIGHT WAY","BENVENUE AVE",37.865535,-122.255235,"weekend","3","E"
"3916",2016-01-25,"Monday",12.1166666666667,"ASSAULT/BATTERY FEL.","1300","WARD ST",NA,37.85732,-122.284575,"weekday","5","S"
"3917",2016-01-16,"Saturday",4.28333333333333,"VICE","2400","ASHBY AVE",NA,37.856111,-122.260248,"weekend","3","S"
