"","date","day","time","type","block_number","street1","street2","lat","long","wday","severity","area"
"2752",2016-03-19,"Saturday",0.233333333333333,"BURGLARY AUTO","1900","SIXTH ST",NA,37.869314,-122.2981,"weekend","3","W"
"2753",2015-12-02,"Wednesday",14,"IDENTITY THEFT","2100","KITTREDGE ST",NA,37.868512,-122.26781,"weekday","1","E"
"2754",2016-04-10,"Sunday",12,"BURGLARY AUTO","700","HARRISON ST",NA,37.880564,-122.304896,"weekend","3","W"
"2755",2016-04-12,"Tuesday",8,"BURGLARY AUTO","1800","UNIVERSITY AVE",NA,37.871246,-122.274991,"weekday","3","W"
"2756",2016-04-02,"Saturday",11,"BURGLARY AUTO","2200","FIFTH ST",NA,37.864795,-122.297863,"weekend","3","W"
"2757",2016-02-06,"Saturday",22.7666666666667,"ALCOHOL OFFENSE","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekend","1","E"
"2758",2016-02-25,"Thursday",11,"THEFT MISD. (UNDER $950)","2000","HEARST AVE",NA,37.873639,-122.27064,"weekday","2","E"
"2759",2016-02-20,"Saturday",0,"BURGLARY AUTO","1300","ARCH ST",NA,37.884163,-122.265236,"weekend","3","N"
"2760",2016-01-27,"Wednesday",19.75,"BURGLARY RESIDENTIAL","2200","DWIGHT WAY",NA,37.864238,-122.265263,"weekday","4","E"
"2761",2016-02-15,"Monday",4.38333333333333,"BURGLARY RESIDENTIAL","600","ADDISON ST",NA,37.865793,-122.301779,"weekday","4","W"
"2762",2016-01-10,"Sunday",23,"VEHICLE STOLEN","1500","DWIGHT WAY",NA,37.862202,-122.281026,"weekend","4","S"
"2763",2016-05-07,"Saturday",13.7,"BRANDISHING","1300","PERALTA AVE",NA,37.880859,-122.287774,"weekend","2","W"
"2764",2016-04-20,"Wednesday",21.8333333333333,"NARCOTICS",NA,"UNIVERSITY AVENUE","SACRAMENTO ST",37.870337,-122.282043,"weekday","2","W"
"2765",2016-04-02,"Saturday",8,"BURGLARY RESIDENTIAL","1200","ORDWAY ST",NA,37.881602,-122.286332,"weekend","4","W"
"2766",2016-01-30,"Saturday",18.5,"VANDALISM","800","CONTRA COSTA AVE",NA,37.894482,-122.276085,"weekend","3","N"
"2767",2016-01-30,"Saturday",19.3,"ROBBERY",NA,"SACRAMENTO STREET","ASHBY AVE",37.853289,-122.278942,"weekend","4","S"
"2768",2016-04-01,"Friday",19.5,"BURGLARY AUTO","900","POTTER ST",NA,37.85147,-122.291495,"weekday","3","S"
"2769",2015-12-22,"Tuesday",0,"IDENTITY THEFT","1000","CEDAR ST",NA,37.874802,-122.29615,"weekday","1","W"
"2770",2016-03-05,"Saturday",12,"BURGLARY COMMERCIAL","2000","ADDISON ST",NA,37.870867,-122.270635,"weekend","2","E"
"2771",2016-05-19,"Thursday",8,"ASSAULT/BATTERY MISD.","2300","MCKINLEY AVE",NA,37.866842,-122.27366,"weekday","4","S"
"2772",2016-01-22,"Friday",10.4166666666667,"DISTURBANCE","2000","SHATTUCK AVE",NA,37.871901,-122.268389,"weekday","1","E"
"2773",2016-04-07,"Thursday",13,"THEFT MISD. (UNDER $950)","1800","SOLANO AVE",NA,37.891332,-122.279975,"weekday","2","N"
"2774",2016-02-28,"Sunday",21,"THEFT MISD. (UNDER $950)","1600","OXFORD ST",NA,37.878552,-122.266844,"weekend","2","N"
"2775",2016-02-06,"Saturday",3.83333333333333,"VANDALISM","2000","UNIVERSITY AVE",NA,37.871828,-122.270516,"weekend","3","E"
"2776",2016-01-01,"Friday",22.5166666666667,"NARCOTICS","1700","RUSSELL ST",NA,37.855678,-122.274429,"weekday","2","S"
"2777",2016-05-20,"Friday",9.66666666666667,"ASSAULT/BATTERY MISD.","2000","OREGON ST",NA,37.857409,-122.268473,"weekday","4","S"
"2778",2016-03-20,"Sunday",23,"BURGLARY AUTO","2400","DWIGHT WAY",NA,37.864826,-122.260719,"weekend","3","E"
"2779",2016-02-19,"Friday",4.25,"BURGLARY RESIDENTIAL","2900","ELLSWORTH ST",NA,37.857387,-122.261536,"weekday","4","S"
"2780",2015-12-16,"Wednesday",10,"BURGLARY AUTO","3049","ADELINE ST",NA,37.85398,-122.269256,"weekday","3","S"
"2781",2016-03-20,"Sunday",12.9166666666667,"VEHICLE STOLEN","2000","BLAKE ST",NA,37.862781,-122.269376,"weekend","4","S"
"2782",2015-12-27,"Sunday",22.5,"ROBBERY","800","DELAWARE ST",NA,37.870483,-122.299111,"weekend","4","W"
"2783",2016-03-22,"Tuesday",0,"IDENTITY THEFT","1200","FRANCISCO ST",NA,37.87304,-122.289659,"weekday","1","W"
"2784",2016-04-24,"Sunday",2.2,"ALCOHOL OFFENSE",NA,"STANNAGE AVENUE","GILMAN ST",37.880836,-122.294048,"weekend","1","W"
"2785",2016-04-29,"Friday",12.25,"THEFT MISD. (UNDER $950)","2000","CENTER ST",NA,37.869973,-122.270557,"weekday","2","E"
"2786",2016-02-11,"Thursday",10.5,"IDENTITY THEFT","2400","SPAULDING AVE",NA,37.864144,-122.280257,"weekday","1","W"
"2787",2015-12-14,"Monday",15.3333333333333,"THEFT FELONY (OVER $950)","2200","DURANT AVE",NA,37.866969,-122.26553,"weekday","5","E"
